Shop Name,Shop Address,Lat,Lng,Maps URL,Total Violations,Near Worship,Near Schools,Near Bus Stands,Status
TASMAC BAR,"95M9+F2F, Unnamed Road, Karakonam",8.3836835,77.1675686,https://www.google.com/maps/place/?q=place_id:ChIJJS6tXJGtBTsRWgPfyGFc8DI,66,62,4,0,VIOLATION
Wine shop,"C56Q+CQ8, Cheriyakolla",8.411015299999999,77.1894384,https://www.google.com/maps/place/?q=place_id:ChIJX6IZP2GtBTsRMUAQd0hlskE,62,62,0,0,VIOLATION
Tasmac,"P9GV+326, Unnamed Road, Vickramasingapuram",8.725136599999999,77.39255380000002,https://www.google.com/maps/place/?q=place_id:ChIJDS-y7IA7BDsR6htcQSOVy1M,26,26,0,0,VIOLATION
TASMAC,"Q9Q3+GRJ, Sivasailam Rd, Kalyanipuram",8.7888384,77.3545298,https://www.google.com/maps/place/?q=place_id:ChIJay1F8KkxBDsRZ8lQgE3JzBM,30,30,0,0,VIOLATION
Tasmac,"X6HX+G7H, SH 39, Shenkottai",8.9788128,77.2482225,https://www.google.com/maps/place/?q=place_id:ChIJ78qcQ5qBBjsRENvfxH58ntw,71,68,3,0,VIOLATION
Beverages Corporation,"X38F+V67, SH 39, Thenmala",8.967181199999999,77.0730547,https://www.google.com/maps/place/?q=place_id:ChIJMWd639Z5BjsRyR7fHmvkyzI,60,60,0,0,VIOLATION
TASMAC,"VJ6Q+7C2, Manur",8.860641,77.638503,https://www.google.com/maps/place/?q=place_id:ChIJT5C_s5oZBDsR70i5Y0xt81Y,3,3,0,0,VIOLATION
Tasmac,"WGM8+5W8, Tirunelveli",8.932936699999999,77.5173159,https://www.google.com/maps/place/?q=place_id:ChIJY6bXtKohBDsR_1zqSBLkIqw,4,4,0,0,VIOLATION
Tasmac Bar,"QPMG+Q4F, Rajavalipuram Rd, Thalaiyuthu",8.784470299999999,77.7252999,https://www.google.com/maps/place/?q=place_id:ChIJn48oUB0RBDsR0oX4aaxbrzs,83,74,6,3,VIOLATION
TASMAC BAR,"QPH9+FMG, Tirunelveli",8.7786785,77.7192109,https://www.google.com/maps/place/?q=place_id:ChIJLYfoRrsRBDsRFX7kIIwH3QE,60,60,0,0,VIOLATION
Tasmac,"XJVM+F5, Vanniconendal",8.993645899999999,77.6329045,https://www.google.com/maps/place/?q=place_id:ChIJp7LZuFmhBjsRslwiV2lQ2bQ,2,2,0,0,VIOLATION
TASMAC Shop,"VR23+X35, Anaithalaiyur, Gangaikondan",8.8523862,77.8027278,https://www.google.com/maps/place/?q=place_id:ChIJ2_vwmp4FBDsRkCnlZE6Fpj0,3,3,0,0,VIOLATION
TASMAC மதுபானக்கடை,"WJ7R+497, Alagiapandiapuram",8.912771,77.64090809999999,https://www.google.com/maps/place/?q=place_id:ChIJPWEpgsEfBDsRIFNU_6_QWtw,14,14,0,0,VIOLATION
Bar Government Wineshop,nadukallur 627010,8.7458187,77.59166619999999,https://www.google.com/maps/place/?q=place_id:ChIJUXiZwmkXBDsR3iGSbQzhaOs,2,2,0,0,VIOLATION
Wine Shop,"PPQ4+M9G, Sivasakthi Rd, Thattarmadam, Tirunelveli",8.7391908,77.70593970000002,https://www.google.com/maps/place/?q=place_id:ChIJWXm-4psRBDsRHKfJ7NHJ98M,61,60,0,1,VIOLATION
TASMAC SHOP,"PJJJ+2FX, Thiruppani Karisal Kulam",8.730112,77.6312454,https://www.google.com/maps/place/?q=place_id:ChIJ4YWGoqIWBDsRDi_5hHAxXMg,30,30,0,0,VIOLATION
TASMAC Wine Shop,"MHF9+8WJ, Tirunelveli - Shencottai Rd, Cheranmahadevi",8.6733716,77.5697778,https://www.google.com/maps/place/?q=place_id:ChIJ8f5j5XgVBDsRVPJvM0L9ezw,64,63,0,1,VIOLATION
Tasmac,"MHF8+V8W, Cheranmahadevi",8.674728499999999,77.56583810000001,https://www.google.com/maps/place/?q=place_id:ChIJdSSIEyQVBDsRH3voxlgI9gc,74,70,4,0,VIOLATION
Tasmac Bar,"PC28+CQ7, Unnamed Road, Sivanthipuram",8.7010425,77.41696499999999,https://www.google.com/maps/place/?q=place_id:ChIJmeqCFJs5BDsRrTcfCmhuLiM,22,22,0,0,VIOLATION
Tasmac - Thuppakudi,"QC8V+7F, Anaindaperumalnadanur",8.7657318,77.44374839999999,https://www.google.com/maps/place/?q=place_id:ChIJV2evcGQ7BDsRwCAqYJf366M,7,7,0,0,VIOLATION
"Wine Shop, Paapakudi","QG65+X6F, keezha paapakudi, Kasidharmam",8.7624443,77.5080487,https://www.google.com/maps/place/?q=place_id:ChIJgweFAvk8BDsROYw1JU1rqTE,11,11,0,0,VIOLATION
Wine shop,"RC3X+6RQ, Theertharappapuram Road, Anjankattalai, Madathoor",8.8030954,77.4496254,https://www.google.com/maps/place/?q=place_id:ChIJJ8Rqy1UlBDsRjCnbTvApHH4,1,1,0,0,VIOLATION
TASMAC,"RR9Q+7V5, Savalaperi, Alanda",8.8180873,77.8397425,https://www.google.com/maps/place/?q=place_id:ChIJGdxzdU0HBDsR7ft8P52JViI,5,5,0,0,VIOLATION
wine shop,"V2JG+FF4, Thoothukudi",8.881133600000002,78.02619,https://www.google.com/maps/place/?q=place_id:ChIJsQIVG8P7AzsRgz4IWRO4LQ8,27,27,0,0,VIOLATION
Tasmac Bar,"W9C6+9PC, Kulasekarapatti",8.9209356,77.3617634,https://www.google.com/maps/place/?q=place_id:ChIJe8WWoo4oBDsRV9NivkQPPYo,46,46,0,0,VIOLATION
Wine shop { bar },"24/F Santhani, Thoppu West Street, 6 Ward, Keezhapavur",8.911897399999999,77.40223019999999,https://www.google.com/maps/place/?q=place_id:ChIJHcEG1AYnBDsRy8mjz4Oa4rQ,9,9,0,0,VIOLATION
KANDAMANGALAM WINE SHOP BAR,"No 1, WINE SHOP, Courtalam Road, Kandamangalam, Kallurani",8.9083047,77.3645639,https://www.google.com/maps/place/?q=place_id:ChIJA1dV3BspBDsRX-s3V6_s_xY,39,39,0,0,VIOLATION
VENGADAMPATTI WINE SHOP BAR,"Wine Shop Bar, No 1, Vengadampatti",8.8558285,77.41048769999999,https://www.google.com/maps/place/?q=place_id:ChIJEzCeX1UlBDsRYhAh-FhtM6o,24,24,0,0,VIOLATION
TASMAC,"3P3V+2CW, Chettikurichi",9.052603699999999,77.7435651,https://www.google.com/maps/place/?q=place_id:ChIJVX_bRh6mBjsRwHRUfErhZ6k,15,15,0,0,VIOLATION
TASMAC SHOP,"4JC3+747, Unnamed Road, Ilandaikulam",9.1206613,77.60280809999999,https://www.google.com/maps/place/?q=place_id:ChIJXYHa8-KjBjsRk2aTeCVRuTQ,2,2,0,0,VIOLATION
TASMAC SHOP,"3P6W+GJJ, Chettikurichi",9.0613408,77.7465503,https://www.google.com/maps/place/?q=place_id:ChIJlas0EmupBjsRivSkJDfr288,47,47,0,0,VIOLATION
Wine shop,"XC7X+93G, Tirunelveli",8.9635337,77.4477059,https://www.google.com/maps/place/?q=place_id:ChIJufPCNXYnBDsROQZ3sJ9vqx8,16,16,0,0,VIOLATION
TASMAC,"87G5+9HW, Athur",8.326025099999999,77.2589435,https://www.google.com/maps/place/?q=place_id:ChIJGeJb5ktUBDsRYp58gs1HEsg,77,70,7,0,VIOLATION
Tasmac Bar (wineshop),57M2+845,8.1837176,77.2501135,https://www.google.com/maps/place/?q=place_id:ChIJteG5vr79BDsRTP35N8GAG2s,67,67,0,0,VIOLATION
TASMAC BAR,"76X3+536, Kappukadu",8.297934099999999,77.2026027,https://www.google.com/maps/place/?q=place_id:ChIJiXf5DPhVBDsRgPpQ2jsC7Pw,69,67,2,0,VIOLATION
"Wine Shop, Rajakkamangalam","49J8+X5H, SH 46, Rajakkamangalam, Ganapathipuram",8.132485299999999,77.3654486,https://www.google.com/maps/place/?q=place_id:ChIJBccxVwX7BDsRJWK5sVTONXk,67,67,0,0,VIOLATION
Tasmac bar,"5V4P+H2H, pasuvanthanai road, Pandavarmangalam",9.1564366,77.8850952,https://www.google.com/maps/place/?q=place_id:ChIJEaWC1nitBjsR6wzSQ76aXC4,38,38,0,0,VIOLATION
Tasmac manthithoppu ( KOVILPATTI BAR ),"30D/6 Uthupatti kovilpatti road kovilpatti _, Kovilpatti",9.146369499999999,77.8593963,https://www.google.com/maps/place/?q=place_id:ChIJr6Xi4kqtBjsRy3Waoa2yElk,33,33,0,0,VIOLATION
Tasmac Kulathur,"2633+XVF, Thoothukudi, Kulathur East",9.004940699999999,78.2046806,https://www.google.com/maps/place/?q=place_id:ChIJD1CD4eVfATsRntlp6F74PMU,10,10,0,0,VIOLATION
Elite Tasmac,"108, Trivandrum Rd, Palayamkottai, Tirunelveli",8.7226523,77.7316445,https://www.google.com/maps/place/?q=place_id:ChIJ7RMLa6QTBDsROLF1SpMQY9I,114,98,16,0,VIOLATION
Tasmac,"5, South Bypass Road, Behind Nissan Datsun Car Showroom, Melapalayam, Kokkirakulam, Tirunelveli",8.715356,77.7193659,https://www.google.com/maps/place/?q=place_id:ChIJd6oSACMSBDsRzD1FYhXs39A,57,57,0,0,VIOLATION
Tasmac with bar,"12, Sivalaperi Rd, Shakthi Nagar, Palayamkottai, Tirunelveli",8.7272464,77.73902029999999,https://www.google.com/maps/place/?q=place_id:ChIJ_ZGapscRBDsRz5ScWoyYcX0,146,128,17,1,VIOLATION
TASMAC WINES,"PPH5+F63, Perumal Kovil West Car St, Meenakshipuram, Tirunelveli",8.7286351,77.7080431,https://www.google.com/maps/place/?q=place_id:ChIJD04z1YURBDsRcDId0Hf1SlI,103,92,9,2,VIOLATION
TASMAC government,"PPGQ+G6X, Manakaavalam Pillai Hospital Rd, Palayamkottai, Tirunelveli",8.7264275,77.7381015,https://www.google.com/maps/place/?q=place_id:ChIJT7rqPgARBDsRPzB-idXVxiQ,151,127,23,1,VIOLATION
TASMAC Wineshop,"62RQ+CRH, Keelnattukurichi",9.2410608,78.0396131,https://www.google.com/maps/place/?q=place_id:ChIJYf_vOb5OATsRnl4HPLElOxU,8,8,0,0,VIOLATION
Tasmac,"5HWR+WRM, Melakidaram",9.197332,78.5920369,https://www.google.com/maps/place/?q=place_id:ChIJ8cy2jmh3ATsRc6YEX76W_N4,16,16,0,0,VIOLATION
tasmac,"5C7R+MMP, Sayalgudi",9.1642054,78.4417483,https://www.google.com/maps/place/?q=place_id:ChIJg2fPA3JlATsRy4wdMWftKwM,74,69,5,0,VIOLATION
TASMAC WINESHOP,"5FFR+633, Thanjavur - Kalayarkoil - Sayalkudi Rd, Kadaladi Vilakku, Kadugusandai",9.1729919,78.4901618,https://www.google.com/maps/place/?q=place_id:ChIJyV12rTB7ATsRHj0bYz6sQ9k,28,28,0,0,VIOLATION
TASMAC (டாஸ்மாக்),"6P46+CC9, Mayakulam",9.206199699999999,78.7110627,https://www.google.com/maps/place/?q=place_id:ChIJXy7lbQCdATsRypwrEizmsnQ,71,71,0,0,VIOLATION
TASMAC - WINE SHOP,"7VFJ+83V, Vannangundu",9.2733571,78.88017529999999,https://www.google.com/maps/place/?q=place_id:ChIJL0mnA9eQATsRx9thEURCqSM,6,6,0,0,VIOLATION
TASMAC Wineshop,"7VF4+G7Q, Tinnakulam",9.273815899999999,78.8557311,https://www.google.com/maps/place/?q=place_id:ChIJ5442ybaQATsRoxT86ZTASek,44,44,0,0,VIOLATION
Tasmac,"W8JQ+MV, Gunaramanallur",8.9316525,77.3397478,https://www.google.com/maps/place/?q=place_id:ChIJNfkWMlApBDsR4uyrEo8KGC8,43,43,0,0,VIOLATION
Tasmac,"W7PG+FH9, Courtallam",8.9361678,77.276484,https://www.google.com/maps/place/?q=place_id:ChIJd8RWUWIrBDsRQnPNBux9BJE,72,71,1,0,VIOLATION
Tasmac,"28J3+VM, Neduvayal",9.0322085,77.3041503,https://www.google.com/maps/place/?q=place_id:ChIJV-YLcQCDBjsR7Kr2WLtx0f0,6,6,0,0,VIOLATION
"Tasmac, Idaikal","28HX+M48, Tirunelveli",9.0291531,77.34782530000001,https://www.google.com/maps/place/?q=place_id:ChIJcTYlbxGDBjsRd-zYALyX0Yk,9,9,0,0,VIOLATION
Tasmac,"49HG+RG4, Madurai - Tenkasi Main Rd, Singilipatti",9.1295085,77.3763444,https://www.google.com/maps/place/?q=place_id:ChIJCZfS2UiFBjsRtWQCElW9f28,6,6,0,0,VIOLATION
TASMAC wine shop,"598R+5QJ, Puliyangudi",9.1655043,77.39187679999999,https://www.google.com/maps/place/?q=place_id:ChIJ23tqjKORBjsRAWHVEadVOwM,61,61,0,0,VIOLATION
TASMAC,"6C54+M6H, Unnamed Road, Puliyangudi",9.2091855,77.4055951,https://www.google.com/maps/place/?q=place_id:ChIJfTOe5EWRBjsRXD0B8ETxvjA,3,3,0,0,VIOLATION
மதுபானக் கடை - Liquor shop,"4945+58C, Sundaresapuram road, kumanthapuram, Kadayanallur",9.10544,77.3582574,https://www.google.com/maps/place/?q=place_id:ChIJXQggrQKFBjsR9fODwegkllw,24,24,0,0,VIOLATION
TASMAC,"6CP8+37G, Unnamed Road, Naranapuram",9.2352062,77.4157503,https://www.google.com/maps/place/?q=place_id:ChIJv3qObpaTBjsRbqbL0MvBakk,31,31,0,0,VIOLATION
TASMAC,"5GGH+RJ6, Railway Feeder Rd, Sankarankoil",9.1770447,77.5290119,https://www.google.com/maps/place/?q=place_id:ChIJFy0dsvOXBjsRPFpTeAcWRSc,74,69,5,0,VIOLATION
Wine Shop,"7M8G+6XG, Appayanaickenpatti-Thiruvengadam Rd, Thiruvengadam",9.265585999999999,77.67744909999999,https://www.google.com/maps/place/?q=place_id:ChIJpzbXt_y5BjsRr9s--ptTKiY,21,21,0,0,VIOLATION
Government Wineshop & Bar,"2CXC+M4X, Kallampuli Rd",9.049171,77.420385,https://www.google.com/maps/place/?q=place_id:ChIJrxzewhedBjsRtYjgVUYOiZ0,8,8,0,0,VIOLATION
Wine shop Athipatti,"5M7R+HJ9, Athipatti",9.1639812,77.6916066,https://www.google.com/maps/place/?q=place_id:ChIJpbB_Ut67BjsRtBUasSgmenk,3,3,0,0,VIOLATION
Tasmac Karungulam,"9CJG+5W5, Anaiyur",9.3803944,78.4273489,https://www.google.com/maps/place/?q=place_id:ChIJhUD2XR4TATsRyHcqSV4VQ48,5,5,0,0,VIOLATION
Tasmac wine shop,9G5C+PG7,9.359270000000002,78.5212724,https://www.google.com/maps/place/?q=place_id:ChIJR4k4fiQNATsRJSKCxARoa0w,59,59,0,0,VIOLATION
Tasmac Government Wine Shop,MDR637,9.3385105,78.5724857,https://www.google.com/maps/place/?q=place_id:ChIJQev0iTt1ATsRF3S083nEeRQ,9,9,0,0,VIOLATION
TASMAC WINE SHOP,"8FXM+4V, Melamudukulathur",9.3478265,78.4846803,https://www.google.com/maps/place/?q=place_id:ChIJKeWGB0FzATsRaqWHF9EPAAE,2,2,0,0,VIOLATION
TASMAC,"9F42+CPF, Mudukulathur - Kamuthi Rd, Periyur",9.356075500000001,78.4517862,https://www.google.com/maps/place/?q=place_id:ChIJ_ctFpcoSATsRhT5GzmLNSD0,64,63,1,0,VIOLATION
TASMAC,"139, Master Plan Complex Madurai Rameswaram Road Sakkarakottai Village, Ramanathapuram, Coimbatore",9.3650975,78.8353089,https://www.google.com/maps/place/?q=place_id:ChIJQ70APTiWATsRBHUYp-OT7i4,118,100,15,3,VIOLATION
TASMAC,"8RXV+WJ5, Sakkarakottai",9.3497527,78.8440942,https://www.google.com/maps/place/?q=place_id:ChIJr66nifOXATsRifE0t-C8WIA,28,28,0,0,VIOLATION
TASMAC Wine Shop - டாஸ்மாக்,"9R8P+C6J, Durairaj Chatthira Street, Rose Nagar, Velipattinam, Ramanathapuram",9.3660819,78.8355163,https://www.google.com/maps/place/?q=place_id:ChIJsyj3sSiZATsRL-z7oEzPV-E,125,102,20,3,VIOLATION
TASMAC Thiruppullani அரசு மது பான கடை,"7RQF+CXH, MDR717, Tiruppullani",9.288565400000001,78.8249708,https://www.google.com/maps/place/?q=place_id:ChIJJXpI5x6ZATsRPzH2tSyMWqs,28,28,0,0,VIOLATION
TASMAC,"7W98+Q6F, Peddureddipatti",9.2694786,77.91555389999999,https://www.google.com/maps/place/?q=place_id:ChIJLUSNNLi0BjsRwCcxWpjIxM8,6,6,0,0,VIOLATION
Tasmac bar,"5VGP+638, SH 44, Thittankulam, Kovilpatti",9.175492199999999,77.8851856,https://www.google.com/maps/place/?q=place_id:ChIJO2WmJcGzBjsR-_4u55AADB4,61,59,2,0,VIOLATION
TASMAC,"Puthukiramam, Kovilpatti",9.183706899999999,77.8848683,https://www.google.com/maps/place/?q=place_id:ChIJn82104qyBjsRkjlXOLYPizc,76,72,4,0,VIOLATION
Supramani Tasmac House,"6RCW+RMQ, Chithirampatti",9.222099799999999,77.8467335,https://www.google.com/maps/place/?q=place_id:ChIJvy5QaACzBjsRgxoGGJPq_ME,7,7,0,0,VIOLATION
Tasmac,"8234+HWX, Unnamed Road, Uchipuli",9.3039851,79.007368,https://www.google.com/maps/place/?q=place_id:ChIJdzr-hEOVATsR8SX_XZAP294,11,11,0,0,VIOLATION
TASMAC mandapam,"74JH+G82, AH43, Mandapam",9.2812579,79.12826489999999,https://www.google.com/maps/place/?q=place_id:ChIJy39XMF7vATsRLx_q9Qt4HQ8,21,21,0,0,VIOLATION
அரசு மதுபானக்கடை (TASMAC),"7XW5+JHR, irutoorani",9.2966079,78.9588881,https://www.google.com/maps/place/?q=place_id:ChIJL7RRrLCVATsRlUwyYDS0PIE,36,36,0,0,VIOLATION
Wine Shop,74GW+Q3G,9.27695,79.1451963,https://www.google.com/maps/place/?q=place_id:ChIJf90aHvPvATsR2Hb8MwQ0org,31,31,0,0,VIOLATION
TASMAC,"FG6M+X57, Vadakku Venganallur",9.4624024,77.5329325,https://www.google.com/maps/place/?q=place_id:ChIJawwxvjbpBjsRAzV23Ls5HZY,55,55,0,0,VIOLATION
Tasmac,"FG7P+W56, Ayyanar Kovil Rd, Thiruvalluvar Nagar, Rajapalayam",9.464747,77.53535579999999,https://www.google.com/maps/place/?q=place_id:ChIJJWb9PAzpBjsRwwy94zFWXuw,65,64,1,0,VIOLATION
Tasmac,"G423+MQW, Vellai Kottai, Aruppukkottai",9.5016875,78.10442859999999,https://www.google.com/maps/place/?q=place_id:ChIJbyX232AxATsReRB7t5-pO9Y,65,63,2,0,VIOLATION
Tasmac,"G469+C93, Aruppukkottai",9.5110757,78.11843150000001,https://www.google.com/maps/place/?q=place_id:ChIJpdIeuR07ATsRfD2OneXH9dg,10,10,0,0,VIOLATION
Tasmac,"C72J+F68, Melaramanadhi",9.401152,78.2805812,https://www.google.com/maps/place/?q=place_id:ChIJAZQbX6Q_ATsRWnVdxUjbPaw,2,2,0,0,VIOLATION
Tasmac,"G563+955, Aruppukkottai",9.5108897,78.1529777,https://www.google.com/maps/place/?q=place_id:ChIJN2YKU5c7ATsRgYV1STeURdo,4,4,0,0,VIOLATION
Tasmac,"F5G3+HR, Kullampatti",9.476536399999999,78.15459369999999,https://www.google.com/maps/place/?q=place_id:ChIJp6P1nBY7ATsRiS-5piiUGNg,6,6,0,0,VIOLATION
Tasmac wine shop,"C9CF+46F, SH 47, Kamudi, Kumudi",9.420324700000002,78.3730241,https://www.google.com/maps/place/?q=place_id:ChIJk_gKQTYVATsRF_TZc5RG1Pg,27,27,0,0,VIOLATION
TASMAC,"8WRC+4WJ, Chatrapatti",9.3403561,77.9222666,https://www.google.com/maps/place/?q=place_id:ChIJc6g2zGfLBjsRaK_GT4t12uY,46,46,0,0,VIOLATION
Tasmac bar,"SSS AUTO STORE, 1/960-6, Kanniseri - Mathyasenai Rd, opposite Power plant, Ramaswamy Raja Nagar, Thammanayakkanpatti",9.463372099999999,77.9272716,https://www.google.com/maps/place/?q=place_id:ChIJg3ZKOxbNBjsRfyi-EY_j1GM,20,20,0,0,VIOLATION
TASMAC,Tulukkapatti,9.4459124,77.93542339999999,https://www.google.com/maps/place/?q=place_id:ChIJG9eVwUkzATsRJMhoCjdnWCs,3,3,0,0,VIOLATION
Tasmac 6908,"8P5H+9GJ, Sevalpatti",9.308450299999999,77.7287551,https://www.google.com/maps/place/?q=place_id:ChIJ9eDYP-m5BjsRYtOH4x682RY,68,66,2,0,VIOLATION
Govd .wine Shop,"8P7C+6CP, Kilanmarinadu",9.3130822,77.721076,https://www.google.com/maps/place/?q=place_id:ChIJ85BRZmy4BjsRdpUnoaiDCaI,2,2,0,0,VIOLATION
TASMAC,"CJG9+25X, Tiruvarangam",9.425118699999999,78.61798329999999,https://www.google.com/maps/place/?q=place_id:ChIJN00PkUkKATsRO3-kqmdHtHk,55,55,0,0,VIOLATION
Tasmac(wineshop),"FHJ5+FP, Kavanur",9.481254,78.5592922,https://www.google.com/maps/place/?q=place_id:ChIJ044J-EkPATsRwXamzElToKc,5,5,0,0,VIOLATION
TASMAC,"FPW9+WRJ, Akkiramesi",9.4973429,78.71952879999999,https://www.google.com/maps/place/?q=place_id:ChIJa3fop3SnATsRkqrLyR7e860,3,3,0,0,VIOLATION
TASMAC,"9RG2+GW7, MDR683",9.376329300000002,77.8023125,https://www.google.com/maps/place/?q=place_id:ChIJg0NkCKjJBjsRrluVovZ9BCg,69,69,0,0,VIOLATION
TASMAC Wine Shop,"8QRC+85, Selliyapuram",9.340779699999999,77.7704878,https://www.google.com/maps/place/?q=place_id:ChIJLcYx-knJBjsRIX1lnzXrS-w,28,28,0,0,VIOLATION
Wine Shop Vembakottai,"8QMF+Q3X, Vembakottai",9.334477999999999,77.7727482,https://www.google.com/maps/place/?q=place_id:ChIJwW022yDIBjsRrUwFKI4B_3A,65,64,1,0,VIOLATION
TASMAC,"1/230, Othaiyal Mettupatti",9.327817399999999,77.9022529,https://www.google.com/maps/place/?q=place_id:ChIJX8CCYoa1BjsRLunZ1U_lHB0,22,22,0,0,VIOLATION
TASMAC,"FV3V+89C, Devipattinam-Chittarkottai Rd, Devipattinam, Ilanthaikuttam",9.4533016,78.8933838,https://www.google.com/maps/place/?q=place_id:ChIJOR9b5c29ATsRvWmW9ZEqG_c,5,5,0,0,VIOLATION
TASMAC,"8W43+67V, Vannangundu",9.3056244,78.9031565,https://www.google.com/maps/place/?q=place_id:ChIJ_3Bbtb6XATsRNTs23A0-4J0,5,5,0,0,VIOLATION
TASMAC Regunathapuram,"7WVF+63R, MDR717, Raghunathapuram",9.2931176,78.92265309999999,https://www.google.com/maps/place/?q=place_id:ChIJz8S9ARiXATsRATNg3c0Jg_U,61,60,1,0,VIOLATION
Tasmac,"GV2W+5P, Pathanendal",9.5004367,78.8966768,https://www.google.com/maps/place/?q=place_id:ChIJJWqNTwC7ATsRz4HoBWa5-No,3,3,0,0,VIOLATION
TASMAC A1Bar,"9VH5+7R3, Ramanathapuram",9.378052499999999,78.8595474,https://www.google.com/maps/place/?q=place_id:ChIJN7FvQF29ATsRtRXUeBL546w,59,59,0,0,VIOLATION
TASMAC BAR Wine shop,"8VV7+RM7, Ramanathapuram",9.3445355,78.86417329999999,https://www.google.com/maps/place/?q=place_id:ChIJfyzLBb-XATsR4jItS-keZ_0,9,9,0,0,VIOLATION
tasmac whine shop,"9VH4+768, Ramanathapuram",9.3781594,78.85558999999999,https://www.google.com/maps/place/?q=place_id:ChIJv4JRoVy9ATsRzz_5XFwnL1o,54,54,0,0,VIOLATION
Tasmac,"9VV2+PX3, Palangulam",9.393172,78.8521368,https://www.google.com/maps/place/?q=place_id:ChIJDc34TdK9ATsRGLSFRLRXnvE,59,59,0,0,VIOLATION
TASMAC கிக் பார் GOVERNMENT,"8VV8+XR, Ramanathapuram",9.3449113,78.8670284,https://www.google.com/maps/place/?q=place_id:ChIJT7AagBGXATsRo1ZlJOJ4PRw,17,17,0,0,VIOLATION
Ramnad tasmac godown,"9V53+R65, Nehru Nagar, Ramanathapuram",9.359598499999999,78.85313339999999,https://www.google.com/maps/place/?q=place_id:ChIJvX9O1JKXATsRdjFvry7eA00,73,68,5,0,VIOLATION
TASMAC,"FH34+WF5, RJPM Bus Station to Bypass Rd, Rajapalayam",9.454788899999999,77.556241,https://www.google.com/maps/place/?q=place_id:ChIJER9li-bpBjsR14pNmAlTPfU,125,109,14,2,VIOLATION
TASMAC,"CHP4+C6M, PSK Nagar, Indra Nagar, Rajapalayam",9.4361476,77.5555378,https://www.google.com/maps/place/?q=place_id:ChIJ9figxynpBjsR4ncyhXeqyV0,64,62,2,0,VIOLATION
TASMAC,"FH25+RXP, T.P. Mills Rd, Rajapalayam",9.4520833,77.5599525,https://www.google.com/maps/place/?q=place_id:ChIJLyOGSc7pBjsRXGI384YshkI,81,72,7,2,VIOLATION
Tasmac liquor shops and bar,"FMG2+P2V, Deyvendri",9.4768682,77.650061,https://www.google.com/maps/place/?q=place_id:ChIJCQ78DWHDBjsRWsGuoFQIrLc,8,8,0,0,VIOLATION
Tasmac,"142, S Car St, Mangapuram, Srivilliputhur",9.5075003,77.63317409999999,https://www.google.com/maps/place/?q=place_id:ChIJt0U3IBjdBjsRLI4cu3jfBic,104,95,8,1,VIOLATION
Tasmac,"FJP7+WC2, Srivilliputhur - Thulukankulam Rd, Lakshmiyapuram Puthur, Padikkasu Vaithanpatti",9.487254,77.6135257,https://www.google.com/maps/place/?q=place_id:ChIJrXx2KiTDBjsRSiPIvTrTAnE,64,63,1,0,VIOLATION
Tasmac -டாஸ்மாக்,"CJ72+MM8, Chatrapatti, Melarajakularaman",9.4137498,77.6015403,https://www.google.com/maps/place/?q=place_id:ChIJpxUhkvrDBjsRk1yohSs7zIc,75,75,0,0,VIOLATION
Wine shop samsikapuram,"CH7Q+W43, Velayuthapuram, Rajapalayam",9.4147591,77.5878049,https://www.google.com/maps/place/?q=place_id:ChIJ1TEs-57DBjsRkwaIB2VWGoc,59,59,0,0,VIOLATION
TASMAC,"CHX6+H32, near meenakshi cinema theatre, Pudupalaiyam, Rajapalayam",9.4488773,77.560141,https://www.google.com/maps/place/?q=place_id:ChIJW3l2I0LpBjsRoofAEEklLRA,77,71,3,3,VIOLATION
Tasmac,"G6M6+49X, Tiruchuli",9.5328539,78.2109873,https://www.google.com/maps/place/?q=place_id:ChIJm9EVUNojATsRTQVSnAlllDc,12,12,0,0,VIOLATION
Tasmac Narikudi,"H8V2+3Q5, Kandukondanmanickam",9.5926613,78.3019753,https://www.google.com/maps/place/?q=place_id:ChIJ5ei7jFoZATsR_4KMtkDWwK4,7,7,0,0,VIOLATION
Tasmac MR Wines,"HH42+GV3, Poduvakudi",9.556254400000002,78.5521792,https://www.google.com/maps/place/?q=place_id:ChIJazq6S4EFATsR6j71mECY9rc,10,10,0,0,VIOLATION
TASMAC BAR அரசு மதுபானக்கடை நவீன பார்,"HGCH+592, Kamutnakudi",9.571020599999999,78.52854669999999,https://www.google.com/maps/place/?q=place_id:ChIJj7sgRAAFATsRaFENSi2Tmyw,17,17,0,0,VIOLATION
Beverages Corporation Liquor Shop,"7QFV+XV2, Thazhevettipram, Pathanamthitta",9.2748917,76.79462579999999,https://www.google.com/maps/place/?q=place_id:ChIJ3cJrqeUVBjsRp3uoDk7wWyY,59,59,0,0,VIOLATION
Tasmac,"12-C/6, Gandhi Rd, Parapatti, Sivakasi",9.44741,77.80156989999999,https://www.google.com/maps/place/?q=place_id:ChIJiX9wJObOBjsRN78Su6hbH8Q,93,80,11,2,VIOLATION
TASMAC with New Hi-tech bar,"62, Alamarathupatti Road, near periyar colony, Thiruthangal, Sivakasi",9.480682,77.82510660000001,https://www.google.com/maps/place/?q=place_id:ChIJo7QnKRXPBjsRabE5fYNF9W8,10,10,0,0,VIOLATION
